DegitalCam,a1,img/DegitalCam/P1010170.JPG,"","woff",
DegitalCam,a5,img/DegitalCam/P1010086.JPG,"","Most Poweful Gal in TOKYO?",
FilmCam,a2,img/FilmCam/IMG_4244.JPG,"","my springtime birth-day",
FilmCam,a3,img/FilmCam/IMG_4307.JPG,"","product_mind",
PhonePhotos,a5,img/PhonePhotos/IMG_1749.JPG,"","HeisTAIGA",
ScreenShot,a4,img/ScreenShot/IMG_1227.PNG,"2022.06","Funny_Annie",
DegitalCam,a4,img/DegitalCam/P1010105.JPG,"","lovely moments",
